Tipo Proyecto,Categoria Proyecto,Fase del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Desviación Presupuestaria,Duración Proyectada,Gasto a la Fecha Estimado,Probabilidad,Impacto,Cantidad Real Gastada
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,62727,61457.0,-2.02,52.0,47362.96,3.018,3.618333333333333,61457.0
Proyecto de Mejoramiento General (CIP),Otro,Design,109235,56691.0,-48.1,100.0,58599.88,2.997882352941176,3.5455555555555556,56691.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,98512,133249.0,-55.19,153.0,59074.23,2.997882352941176,3.5455555555555556,44141.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,25200,25997.0,3.16,177.0,20808.94,2.9396666666666667,3.583333333333333,25997.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,104081,112966.0,8.54,137.0,89319.5,3.018,3.618333333333333,112966.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Scope,39483,81218.0,105.7,91.0,29627.34,2.9647712418300647,3.3494444444444444,81218.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Design,193391,208442.0,-14.67,154.0,163955.16,3.018,3.618333333333333,165022.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,162484,153330.0,-5.63,194.0,131316.13,2.968333333333333,3.3241666666666667,153330.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,812422,441050.0,-51.83,124.0,380028.16,3.213,3.796666666666667,391368.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,60716,96000.0,1.76,121.0,49286.64,2.997882352941176,3.5455555555555556,61785.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,11722,16643.0,41.98,122.0,10294.89,2.8899999999999997,3.2891666666666666,16643.0
Proyecto de Mejoramiento General (CIP),Otro,Design,52748,49376.0,-84.14,190.0,8055.42,3.018,3.618333333333333,8364.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,20049,18708.0,-6.69,125.0,14084.56,2.9125490196078427,3.326111111111111,18708.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,96465,62506.0,-38.69,140.0,62027.67,2.997882352941176,3.5455555555555556,59144.0
Mejoras en Sedes Arrendadas,Otro,Scope,544440,413438.0,-24.06,120.0,378836.77,3.163333333333333,3.5025,413438.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,48970,118234.0,131.54,141.0,73182.67,2.9647712418300647,3.3494444444444444,113384.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,22680,40107.0,76.84,96.0,16311.43,2.9125490196078427,3.326111111111111,40107.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,113400,208080.0,83.49,183.0,116065.73,3.018,3.618333333333333,208080.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,18196,4704.0,-74.15,176.0,4095.71,2.9396666666666667,3.583333333333333,4704.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,150000,96752.0,-42.7,159.0,78243.68,3.018,3.618333333333333,85945.0
Proyecto de Mejoramiento General (CIP),Transporte / movilidad,Design,94132,76053.0,-85.14,119.0,14868.74,2.997882352941176,3.5455555555555556,13991.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,22437,57183.0,154.86,138.0,17263.68,2.9125490196078427,3.326111111111111,57183.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,112188,147503.0,-89.84,151.0,20783.78,3.018,3.618333333333333,11395.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,104430,136045.0,30.27,132.0,95004.89,2.968333333333333,3.3241666666666667,136045.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,522150,537265.0,-0.3,153.0,427938.81,3.213,3.796666666666667,520608.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,17405,35419.0,-99.24,120.0,811.25,2.8899999999999997,3.2891666666666666,132.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,131097,51786.0,-60.5,153.0,48534.46,2.968333333333333,3.3241666666666667,51786.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,645809,293033.0,-67.48,154.0,203650.84,3.213,3.796666666666667,209995.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,27291,63311.0,65.11,136.0,26216.86,2.968333333333333,3.3241666666666667,45060.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,134863,105391.0,-21.85,156.0,103966.63,3.018,3.618333333333333,105391.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,44481,45420.0,-37.29,136.0,29971.58,3.018,3.618333333333333,27896.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Scope,1973,1973.0,0.0,91.0,8821.31,2.8899999999999997,3.2891666666666666,1973.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,7892,7892.0,0.0,125.0,8665.44,2.9396666666666667,3.583333333333333,7892.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,10606,18496.0,73.6,137.0,10859.53,2.8899999999999997,3.2891666666666666,18412.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,47728,37303.0,-23.08,159.0,34600.7,3.018,3.618333333333333,36714.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,48600,58018.0,-0.29,136.0,39157.34,3.018,3.618333333333333,48457.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,18645,31453.0,68.69,94.0,14612.97,2.8899999999999997,3.2891666666666666,31453.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,74580,131792.0,64.95,183.0,90738.7,3.018,3.618333333333333,123019.0
Proyecto de Mejoramiento General (CIP),Transformaciones internas,Scope,84809,103652.0,22.22,158.0,71689.62,2.9647712418300647,3.3494444444444444,103652.0
Proyecto de Mejoramiento General (CIP),Transformaciones internas,Design,424041,331340.0,-56.85,154.0,170355.51,3.0912156862745097,3.6222222222222222,182954.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,369898,245642.0,-33.99,182.0,200391.22,3.1083333333333334,3.4391666666666665,244175.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,33000,47090.0,29.99,139.0,28272.17,3.018,3.618333333333333,42898.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,109900,96167.0,-12.5,137.0,87232.85,2.9647712418300647,3.3494444444444444,96167.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,549500,370800.0,-54.23,169.0,257710.47,3.1278823529411763,3.664444444444445,251508.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,19147,30026.0,56.82,138.0,14545.95,2.9125490196078427,3.326111111111111,30026.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,95734,80669.0,-17.59,154.0,73719.33,3.018,3.618333333333333,78896.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,13400,20747.0,54.83,139.0,11184.38,2.8899999999999997,3.2891666666666666,20747.0
Proyecto de Mejoramiento General (CIP),Otro,Design,67000,59203.0,-11.64,154.0,56340.25,3.018,3.618333333333333,59203.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Scope,10748,10748.0,-92.6,93.0,1033.84,2.8899999999999997,3.2891666666666666,795.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,91591,97679.0,-31.46,127.0,69008.26,2.9647712418300647,3.3494444444444444,62772.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,455057,239908.0,-52.63,153.0,177079.52,3.1278823529411763,3.664444444444445,215541.0
Proyecto de Mejoramiento General (CIP),Otro,Design,168359,241785.0,43.61,116.0,142729.5,2.997882352941176,3.5455555555555556,241784.0
Proyecto de Mejoramiento General (CIP),Otro,"CM,F&E",235702,266463.0,8.35,239.0,202176.07,3.4,3.8366666666666664,255377.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,17007,5539.0,-67.43,176.0,5270.13,2.9396666666666667,3.583333333333333,5539.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,158000,186244.0,11.68,138.0,136120.67,2.9647712418300647,3.3494444444444444,176456.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,790000,570040.0,-35.15,155.0,491261.92,3.213,3.796666666666667,512296.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,18346,2785.0,-84.82,177.0,2672.18,2.9396666666666667,3.583333333333333,2785.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,59276,104204.0,27.83,135.0,58117.51,2.997882352941176,3.5455555555555556,75772.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,81589,53830.0,-34.02,139.0,46507.46,3.018,3.618333333333333,53830.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,21915,8540.0,-61.03,182.0,8670.09,2.9396666666666667,3.583333333333333,8540.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,60000,71862.0,-4.73,139.0,45889.54,2.997882352941176,3.5455555555555556,57162.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,27406,50420.0,40.96,121.0,25571.2,2.9647712418300647,3.3494444444444444,38631.0
Proyecto de Mejoramiento General (CIP),Otro,Design,137029,220810.0,51.99,154.0,127494.98,2.997882352941176,3.5455555555555556,208269.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,270897,72405.0,-82.35,139.0,62569.54,3.1083333333333334,3.4391666666666665,47805.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,177065,113088.0,-36.13,138.0,109109.01,2.968333333333333,3.3241666666666667,113088.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,25200,12684.0,-49.67,177.0,14431.72,2.9396666666666667,3.583333333333333,12684.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,5931,9271.0,56.31,123.0,9809.27,2.8899999999999997,3.2891666666666666,9271.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,26688,37088.0,38.97,178.0,23543.29,2.997882352941176,3.5455555555555556,37088.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,45000,66050.0,46.5,128.0,37389.38,3.018,3.618333333333333,65925.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,33660,69367.0,106.08,91.0,27824.51,2.968333333333333,3.3241666666666667,69367.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,21915,6324.0,-71.14,182.0,5767.95,2.9396666666666667,3.583333333333333,6324.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,48965,99463.0,99.85,137.0,48997.27,2.9647712418300647,3.3494444444444444,97856.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,237607,284929.0,14.72,154.0,207452.37,3.1579999999999995,3.7333333333333334,272585.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,32974,95244.0,164.28,155.0,31107.04,2.997882352941176,3.5455555555555556,87145.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,20883,34164.0,62.42,139.0,15692.76,2.9125490196078427,3.326111111111111,33918.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,102209,181721.0,44.72,154.0,111057.94,3.018,3.618333333333333,147920.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,153170,163233.0,6.57,137.0,128359.68,2.9647712418300647,3.3494444444444444,163233.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,765850,404866.0,-53.4,170.0,342511.77,3.1278823529411763,3.664444444444445,356862.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,102000,51399.0,-52.39,139.0,54983.79,2.997882352941176,3.5455555555555556,48560.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,195699,111768.0,-43.14,137.0,109191.24,2.9647712418300647,3.3494444444444444,111268.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,114450,81345.0,-31.22,122.0,74190.84,2.9647712418300647,3.3494444444444444,78715.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,572250,363102.0,-90.55,164.0,76983.67,3.1278823529411763,3.664444444444445,54061.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,393500,292801.0,-26.75,182.0,260174.77,3.1083333333333334,3.4391666666666665,288226.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,690350,502488.0,-29.61,154.0,457740.09,3.213,3.796666666666667,485955.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,4629,6577.0,42.08,122.0,9053.53,2.8899999999999997,3.2891666666666666,6577.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,20832,26309.0,26.29,178.0,15102.97,2.945660130718954,3.522222222222222,26309.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,144603,242179.0,39.26,182.0,134622.34,2.968333333333333,3.3241666666666667,201371.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,715414,605475.0,-17.17,224.0,534506.07,3.213,3.796666666666667,592594.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,17834,18745.0,5.11,122.0,13034.71,2.8899999999999997,3.2891666666666666,18745.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,80254,65256.0,-32.84,152.0,49819.58,3.018,3.618333333333333,53902.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,21600,2221.0,-89.72,181.0,2027.3,2.9396666666666667,3.583333333333333,2221.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,191370,298199.0,41.86,135.0,188311.71,2.9647712418300647,3.3494444444444444,271472.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,22009,7230.0,-67.15,178.0,6668.17,2.9396666666666667,3.583333333333333,7230.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,24300,7222.0,-70.28,177.0,6106.91,2.9396666666666667,3.583333333333333,7222.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,41950,26892.0,-35.9,120.0,26645.16,2.9647712418300647,3.3494444444444444,26892.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,209750,204412.0,-27.82,151.0,161797.17,3.1579999999999995,3.7333333333333334,151407.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,21123,5320.0,-74.81,178.0,4710.34,2.9396666666666667,3.583333333333333,5320.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,47086,55628.0,12.71,154.0,37484.39,3.018,3.618333333333333,53071.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Scope,305,305.0,0.0,91.0,8821.31,2.9125490196078427,3.326111111111111,305.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,1220,1220.0,0.0,126.0,8675.7,2.945660130718954,3.522222222222222,1220.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,22338,7970.0,-64.32,177.0,7418.73,2.9396666666666667,3.583333333333333,7970.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,286001,181305.0,-39.76,181.0,164511.0,3.1083333333333334,3.4391666666666665,172293.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,28242,3926.0,-86.1,177.0,3710.72,3.018,3.618333333333333,3926.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Scope,9413,9413.0,-61.25,125.0,6258.52,2.8899999999999997,3.2891666666666666,3648.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,14589,14589.0,0.0,136.0,11001.97,2.9396666666666667,3.583333333333333,14589.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,30000,29994.0,-82.49,154.0,5249.05,3.018,3.618333333333333,5253.0
Proyecto de Mejoramiento General (CIP),Transformaciones internas,Scope,8440,14978.0,77.46,106.0,9703.85,2.9125490196078427,3.326111111111111,14978.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,21420,4201.0,-80.39,181.0,3878.89,2.9396666666666667,3.583333333333333,4201.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,15539,36201.0,132.97,90.0,14063.58,2.8899999999999997,3.2891666666666666,36201.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,77694,136216.0,75.32,188.0,90887.78,3.018,3.618333333333333,136216.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,120761,121975.0,1.01,137.0,103835.62,2.968333333333333,3.3241666666666667,121975.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,591584,357210.0,-42.6,156.0,350300.35,3.213,3.796666666666667,339597.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,138348,167150.0,16.02,182.0,122012.18,2.968333333333333,3.3241666666666667,160514.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,686840,456742.0,-33.5,195.0,407844.96,3.213,3.796666666666667,456742.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,17883,4727.0,-73.57,178.0,4142.32,2.9396666666666667,3.583333333333333,4727.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,82651,151830.0,62.64,182.0,93353.13,2.968333333333333,3.3241666666666667,134427.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,408065,248435.0,-39.8,242.0,201830.48,3.1579999999999995,3.7333333333333334,245668.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,16578,4682.0,-71.76,182.0,4227.19,2.9396666666666667,3.583333333333333,4682.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,14285,16472.0,15.31,53.0,10951.23,2.9125490196078427,3.326111111111111,16472.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,9686,14506.0,49.76,91.0,9608.84,2.8899999999999997,3.2891666666666666,14506.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,13540,17412.0,28.6,91.0,10762.94,2.8899999999999997,3.2891666666666666,17412.0
Proyecto de Mejoramiento General (CIP),Otro,Design,60930,3995.0,-93.44,154.0,3946.75,3.018,3.618333333333333,3995.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,70650,61506.0,-12.94,91.0,58689.33,2.9647712418300647,3.3494444444444444,61506.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,282600,797734.0,147.02,155.0,420791.76,3.0912156862745097,3.6222222222222222,698090.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,30000,58253.0,-65.53,137.0,9762.82,3.018,3.618333333333333,10341.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,27650,41699.0,50.81,96.0,25850.74,2.9647712418300647,3.3494444444444444,41699.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,138250,99013.0,-36.09,137.0,80256.24,2.997882352941176,3.5455555555555556,88357.0
